1152.0,  875.0, 900.0
1152.0,  875.0, 900.0
1152.0,  875.0, 900.0
1152.0,  875.0, 900.0
1152.0,  906.0, 936.0
1078.0,  906.0, 936.0
1078.0,  906.0, 936.0
1078.0,  906.0, 936.0
1078.0,  906.0, 936.0
1078.0,  906.0, 936.0
1078.0,  906.0, 936.0
1078.0,  906.0, 936.0
1078.0,  826.0, 927.0
1132.0,  826.0, 927.0
1132.0,  826.0, 927.0
1132.0,  826.0, 927.0
1132.0,  826.0, 927.0
1132.0,  826.0, 927.0
1132.0,  826.0, 927.0
1132.0,  826.0, 989.0
1101.0,  890.0, 989.0
1101.0,  890.0, 989.0
1101.0,  890.0, 989.0
1101.0,  890.0, 989.0
1101.0,  890.0, 989.0
1101.0,  916.0, 941.0
1090.0,  916.0, 941.0
1090.0,  916.0, 941.0
1090.0,  916.0, 941.0
1090.0,  916.0, 941.0
1090.0,  916.0, 941.0
1090.0,  841.0, 959.0
1090.0,  841.0, 959.0
1090.0,  841.0, 959.0
1090.0,  841.0, 959.0
1090.0,  841.0, 959.0
1090.0,  841.0, 871.0
1244.0,  938.0, 871.0
1244.0,  938.0, 871.0
1244.0,  938.0, 871.0
1244.0,  938.0, 871.0
1244.0,  938.0, 971.0
1244.0,  938.0, 971.0
1101.0,  850.0, 971.0
1101.0,  850.0, 971.0
1101.0,  850.0, 971.0
1101.0,  850.0, 971.0
1101.0,  850.0, 971.0
1101.0,  938.0, 925.0
1087.0,  938.0, 925.0
1087.0,  938.0, 925.0
1087.0,  938.0, 925.0
1087.0,  938.0, 925.0
1087.0,  938.0, 925.0
1087.0,  938.0, 925.0
1087.0,  938.0, 925.0
1087.0,  938.0, 925.0
1087.0,  877.0, 1059.0
1065.0,  877.0, 1059.0
1065.0,  877.0, 1059.0
1065.0,  877.0, 1059.0
1065.0,  877.0, 1059.0
1065.0,  877.0, 1059.0
1065.0,  877.0, 1059.0
1065.0,  877.0, 1059.0
1065.0,  877.0, 1059.0
1065.0,  877.0, 1059.0
1095.0,  907.0, 1038.0
1095.0,  907.0, 1038.0
1095.0,  907.0, 1038.0
1095.0,  907.0, 1038.0
1095.0,  907.0, 935.0
