2251.0,  4385.0, 2496.0
2251.0,  4385.0, 2496.0
2251.0,  4385.0, 2437.0
2257.0,  4325.0, 2437.0
2257.0,  4325.0, 2437.0
2257.0,  4325.0, 2437.0
2257.0,  4311.0, 2451.0
2250.0,  4311.0, 2451.0
2250.0,  4311.0, 2451.0
2250.0,  4311.0, 2451.0
2250.0,  4311.0, 2451.0
2250.0,  4311.0, 2451.0
2250.0,  4311.0, 2451.0
2250.0,  4311.0, 2459.0
2138.0,  4310.0, 2459.0
2138.0,  4310.0, 2459.0
2138.0,  4310.0, 2459.0
2138.0,  4310.0, 2484.0
1865.0,  4364.0, 2484.0
1865.0,  4364.0, 2484.0
1865.0,  4364.0, 2488.0
2250.0,  4335.0, 2488.0
2250.0,  4335.0, 2488.0
2250.0,  4335.0, 2488.0
2250.0,  4360.0, 2453.0
2248.0,  4360.0, 2453.0
2248.0,  4360.0, 2453.0
2248.0,  4360.0, 2453.0
2248.0,  4306.0, 2501.0
2262.0,  4306.0, 2501.0
2262.0,  4306.0, 2501.0
2262.0,  4306.0, 2501.0
2262.0,  4306.0, 2501.0
2262.0,  4306.0, 2501.0
2262.0,  4306.0, 2501.0
2262.0,  4306.0, 2501.0
2262.0,  4306.0, 2501.0
2262.0,  4306.0, 2501.0
2262.0,  4306.0, 2501.0
2262.0,  4306.0, 2429.0
2261.0,  4353.0, 2429.0
2261.0,  4353.0, 2429.0
2261.0,  4353.0, 2404.0
2316.0,  4334.0, 2404.0
2316.0,  4334.0, 2404.0
2316.0,  4334.0, 2404.0
2316.0,  4353.0, 2459.0
2324.0,  4353.0, 2459.0
2324.0,  4353.0, 2459.0
2324.0,  4353.0, 2493.0
2260.0,  4315.0, 2493.0
2260.0,  4315.0, 2493.0
2260.0,  4315.0, 2493.0
2260.0,  4359.0, 2476.0
2264.0,  4359.0, 2476.0
2264.0,  4359.0, 2476.0
2264.0,  4359.0, 2440.0
2280.0,  4318.0, 2440.0
2280.0,  4318.0, 2440.0
2280.0,  4318.0, 2440.0
2280.0,  4313.0, 2481.0
2269.0,  4313.0, 2481.0
2269.0,  4313.0, 2481.0
2269.0,  4313.0, 2481.0
2269.0,  4313.0, 2481.0
2269.0,  4313.0, 2481.0
2269.0,  4313.0, 2481.0
2269.0,  4313.0, 2481.0
2269.0,  4313.0, 2481.0
2269.0,  4315.0, 2481.0
2260.0,  4315.0, 2481.0
2260.0,  4315.0, 2481.0
2260.0,  4315.0, 2481.0
2260.0,  4320.0, 2518.0
2264.0,  4320.0, 2518.0
2264.0,  4320.0, 2518.0
2264.0,  4320.0, 2518.0
2264.0,  4320.0, 2518.0
2264.0,  4331.0, 2459.0
